Index,Description,IconIndex,OptionCount,Option0_code,Option0_Value,Option1_code,Option1_Value,Option2_code,Option2_Value,SendToOthers
233,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,21,SPEED_ATTACK_MUL,-30,NONE,0,1
234,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,22,SPEED_ATTACK_MUL,-30,NONE,0,1
235,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,23,SPEED_ATTACK_MUL,-30,NONE,0,1
236,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,24,SPEED_ATTACK_MUL,-30,NONE,0,1
237,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,25,SPEED_ATTACK_MUL,-30,NONE,0,1
238,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,26,SPEED_ATTACK_MUL,-30,NONE,0,1
239,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,27,SPEED_ATTACK_MUL,-30,NONE,0,1
240,디피트율 감소\공격 속도 감소,63,2,DEFENSE_DEFEATRATE_MUL,28,SPEED_ATTACK_MUL,-30,NONE,0,1
241,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,54,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
242,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,57,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
243,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,61,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
244,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,64,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
245,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,68,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
246,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,72,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
247,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,76,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
248,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,81,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
249,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,86,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
250,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,91,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
251,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,92,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
252,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,93,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
253,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,94,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
254,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,95,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
255,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,96,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
256,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,97,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
257,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,98,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
258,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,99,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
259,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,100,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
260,광폭상태에 따른 공격력 증가,94,2,DAMAGE_MINPHYSICAL_ADD,101,DAMAGE_PHYSICAL_MUL,2,NONE,0,1
261,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
262,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
263,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
264,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
265,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
266,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
267,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
268,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
269,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
270,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
271,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
272,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
273,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
274,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
275,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
276,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
277,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
278,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
279,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
280,방어력 증가,95,1,DEFENSE_MUL,80,NONE,0,NONE,0,1
281,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,10000,NONE,0,NONE,0,1
282,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,12500,NONE,0,NONE,0,1
283,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,15000,NONE,0,NONE,0,1
284,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,17500,NONE,0,NONE,0,1
285,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,20000,NONE,0,NONE,0,1
286,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,22500,NONE,0,NONE,0,1
287,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,25000,NONE,0,NONE,0,1
288,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,27500,NONE,0,NONE,0,1
289,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,30000,NONE,0,NONE,0,1
290,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,32500,NONE,0,NONE,0,1
291,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,35000,NONE,0,NONE,0,1
292,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,37500,NONE,0,NONE,0,1
293,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,40000,NONE,0,NONE,0,1
294,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,42500,NONE,0,NONE,0,1
295,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,45000,NONE,0,NONE,0,1
296,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,47500,NONE,0,NONE,0,1
297,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,50000,NONE,0,NONE,0,1
298,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,52500,NONE,0,NONE,0,1
299,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,55000,NONE,0,NONE,0,1
300,출혈로 인한 HP감소,95,1,HP_DECREASE_ADD,57500,NONE,0,NONE,0,1
301,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
302,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
303,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
304,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
305,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
306,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
307,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
308,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
309,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
310,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
311,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
312,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
313,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
314,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
315,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
316,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
317,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
318,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
319,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
320,순간 스턴 효과,40,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
321,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
322,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
323,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
324,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
325,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
326,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
327,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
328,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
329,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
330,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
331,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
332,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
333,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
334,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
335,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
336,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
337,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
338,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
339,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
340,순간 스턴 효과,109,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
341,방어력 감소,176,2,DEFENSE_MIN_ADD,-50,DEFENSE_MUL,-1,NONE,0,1
342,방어력 감소,176,2,DEFENSE_MIN_ADD,-70,DEFENSE_MUL,-3,NONE,0,1
343,방어력 감소,176,2,DEFENSE_MIN_ADD,-90,DEFENSE_MUL,-5,NONE,0,1
344,방어력 감소,176,2,DEFENSE_MIN_ADD,-110,DEFENSE_MUL,-7,NONE,0,1
345,방어력 감소,176,2,DEFENSE_MIN_ADD,-130,DEFENSE_MUL,-9,NONE,0,1
346,방어력 감소,176,2,DEFENSE_MIN_ADD,-150,DEFENSE_MUL,-11,NONE,0,1
347,방어력 감소,176,2,DEFENSE_MIN_ADD,-170,DEFENSE_MUL,-13,NONE,0,1
348,방어력 감소,176,2,DEFENSE_MIN_ADD,-190,DEFENSE_MUL,-15,NONE,0,1
349,방어력 감소,176,2,DEFENSE_MIN_ADD,-210,DEFENSE_MUL,-17,NONE,0,1
350,방어력 감소,176,2,DEFENSE_MIN_ADD,-230,DEFENSE_MUL,-19,NONE,0,1
351,방어력 감소,176,2,DEFENSE_MIN_ADD,-250,DEFENSE_MUL,-21,NONE,0,1
352,방어력 감소,176,2,DEFENSE_MIN_ADD,-270,DEFENSE_MUL,-23,NONE,0,1
353,방어력 감소,176,2,DEFENSE_MIN_ADD,-290,DEFENSE_MUL,-25,NONE,0,1
354,방어력 감소,176,2,DEFENSE_MIN_ADD,-310,DEFENSE_MUL,-27,NONE,0,1
355,방어력 감소,176,2,DEFENSE_MIN_ADD,-330,DEFENSE_MUL,-29,NONE,0,1
356,방어력 감소,176,2,DEFENSE_MIN_ADD,-350,DEFENSE_MUL,-31,NONE,0,1
357,방어력 감소,176,2,DEFENSE_MIN_ADD,-370,DEFENSE_MUL,-33,NONE,0,1
358,방어력 감소,176,2,DEFENSE_MIN_ADD,-390,DEFENSE_MUL,-35,NONE,0,1
359,방어력 감소,176,2,DEFENSE_MIN_ADD,-410,DEFENSE_MUL,-37,NONE,0,1
360,방어력 감소,176,2,DEFENSE_MIN_ADD,-430,DEFENSE_MUL,-39,NONE,0,1
361,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,25000,NONE,0,NONE,0,1
362,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,26500,NONE,0,NONE,0,1
363,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,28500,NONE,0,NONE,0,1
364,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,31000,NONE,0,NONE,0,1
365,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,34000,NONE,0,NONE,0,1
366,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,37500,NONE,0,NONE,0,1
367,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,41500,NONE,0,NONE,0,1
368,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,46000,NONE,0,NONE,0,1
369,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,51000,NONE,0,NONE,0,1
370,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,56500,NONE,0,NONE,0,1
371,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,62500,NONE,0,NONE,0,1
372,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,69000,NONE,0,NONE,0,1
373,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,75500,NONE,0,NONE,0,1
374,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,82000,NONE,0,NONE,0,1
375,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,88500,NONE,0,NONE,0,1
376,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,95000,NONE,0,NONE,0,1
377,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,101500,NONE,0,NONE,0,1
378,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,108000,NONE,0,NONE,0,1
379,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,114500,NONE,0,NONE,0,1
380,치명상으로 인한 출혈,177,1,HP_DECREASE_ADD,121000,NONE,0,NONE,0,1
381,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
382,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
383,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
384,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
385,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
386,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
387,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
388,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
389,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
390,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
391,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
392,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
393,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
394,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
395,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
396,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
397,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
398,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
399,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
400,타겟팅 불가\시점 이동 불가,4,0,NONE,0,NONE,0,NONE,0,1
401,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
402,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
403,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
404,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
405,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
406,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
407,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
408,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
409,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
410,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
411,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
412,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
413,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
414,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
415,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
416,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
417,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
418,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
419,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
420,몬스터 공격에 대한\데미지 내성 증가,4,0,NONE,0,NONE,0,NONE,0,1
421,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
422,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
423,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
424,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
425,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
426,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
427,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
428,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
429,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
430,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
431,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
432,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
433,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
434,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
435,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
436,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
437,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
438,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
439,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
440,디피트율 증가,4,1,DEFENSE_DEFEATRATE_MUL,-3,NONE,0,NONE,0,1
441,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
442,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
443,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
444,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
445,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
446,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
447,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
448,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
449,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
450,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
451,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
452,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
453,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
454,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
455,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
456,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
457,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
458,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
459,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
460,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-15,NONE,0,NONE,0,1
461,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
462,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
463,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
464,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
465,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
466,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
467,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
468,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
469,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
470,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
471,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
472,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
473,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
474,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
475,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
476,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
477,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
478,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
479,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
480,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-25,NONE,0,NONE,0,1
481,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
482,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
483,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
484,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
485,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
486,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
487,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
488,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
489,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
490,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
491,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
492,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
493,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
494,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
495,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
496,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
497,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
498,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
499,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
500,일시적 HP 회복 불가,6,1,HP_MAX_MUL,-35,NONE,0,NONE,0,1
