옵션레벨오,옵션 인덱스,타입,타입 설명,최소값,최대값
2170,1498,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2170,1499,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2170,1500,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,21,23
2171,1501,DAMAGE_MINPHYSICAL_ADD,공격력 증가,24,25
2171,1502,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,23,24
2171,1503,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2171,1504,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2171,1505,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2171,1506,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2171,1507,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2171,1508,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,23,24
2172,1509,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2172,1510,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2172,1511,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2172,1512,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2172,1513,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2172,1514,DEFENSE_MIN_ADD,방어력 증가,1,2
2173,1515,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2173,1516,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2173,1517,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2173,1518,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2173,1519,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2173,1520,DEFENSE_MIN_ADD,방어력 증가,2,4
2174,1521,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2174,1522,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2174,1523,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2174,1524,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2174,1525,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2174,1526,DEFENSE_MIN_ADD,방어력 증가,5,7
2175,1527,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2175,1528,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2175,1529,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2175,1530,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2175,1531,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2175,1532,DEFENSE_MIN_ADD,방어력 증가,7,10
2176,1533,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2176,1534,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2176,1535,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2176,1536,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2176,1537,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2176,1538,DEFENSE_MIN_ADD,방어력 증가,10,12
2177,1539,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2177,1540,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2177,1541,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2177,1542,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2177,1543,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2177,1544,DEFENSE_MIN_ADD,방어력 증가,12,15
2178,1545,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2178,1546,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2178,1547,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2178,1548,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2178,1549,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2178,1550,DEFENSE_MIN_ADD,방어력 증가,15,16
2179,1551,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2179,1552,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2179,1553,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2179,1554,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2179,1555,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2179,1556,DEFENSE_MIN_ADD,방어력 증가,16,17
2180,1557,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2180,1558,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2180,1559,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2180,1560,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2180,1561,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2180,1562,DEFENSE_MIN_ADD,방어력 증가,17,18
2181,1563,RESIST_FIRE_ADD,파이어 저항력 증가.,1,1
2181,1564,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2181,1565,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2181,1566,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2181,1567,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2181,1568,DEFENSE_MIN_ADD,방어력 증가,18,19
2182,1569,DEFENSE_MIN_ADD,방어력 증가,1,3
2182,1570,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2182,1571,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2182,1572,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2182,1573,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2182,1574,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2183,1575,DEFENSE_MIN_ADD,방어력 증가,3,6
2183,1576,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2183,1577,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2183,1578,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2183,1579,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2183,1580,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2184,1581,DEFENSE_MIN_ADD,방어력 증가,8,12
2184,1582,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2184,1583,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2184,1584,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2184,1585,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2184,1586,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2185,1587,DEFENSE_MIN_ADD,방어력 증가,12,15
2185,1588,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2185,1589,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2185,1590,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2185,1591,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2185,1592,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2186,1593,DEFENSE_MIN_ADD,방어력 증가,15,18
2186,1594,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2186,1595,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2186,1596,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2186,1597,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2186,1598,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2187,1599,DEFENSE_MIN_ADD,방어력 증가,19,23
2187,1600,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2187,1601,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2187,1602,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2187,1603,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2187,1604,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2188,1605,DEFENSE_MIN_ADD,방어력 증가,23,25
2188,1606,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2188,1607,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2188,1608,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2188,1609,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2188,1610,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2189,1611,DEFENSE_MIN_ADD,방어력 증가,25,27
2189,1612,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2189,1613,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2189,1614,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2189,1615,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2189,1616,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2190,1617,DEFENSE_MIN_ADD,방어력 증가,27,28
2190,1618,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2190,1619,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2190,1620,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2190,1621,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2190,1622,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2191,1623,DEFENSE_MIN_ADD,방어력 증가,28,29
2191,1624,RESIST_ICE_ADD,아이스 저항력 증가.,1,1
2191,1625,RESIST_LIGHTNING_ADD,라이트닝 저항력 증가.,1,1
2191,1626,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2191,1627,RESIST_CURSE_ADD,커즈 저항력 증가.,1,1
2191,1628,RESIST_POISON_ADD,포이즌 저항력 증가.,1,1
2132,1629,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,3,14
2132,1630,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,3,14
2133,1631,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,15,31
2133,1632,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,15,31
2134,1633,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,22,31
2134,1634,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,22,31
2135,1635,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,45,61
2135,1636,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,45,61
2136,1637,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,61,71
2136,1638,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,61,71
2137,1639,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,72,79
2137,1640,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,72,79
2138,1641,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,80,87
2138,1642,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,80,87
2139,1643,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,88,95
2139,1644,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,88,95
2140,1645,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,98,103
2140,1646,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,98,103
2141,1647,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,103,111
2141,1648,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,103,111
2142,1649,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,3,14
2142,1650,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,3,14
2143,1651,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,15,31
2143,1652,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,15,31
2144,1653,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,22,31
2144,1654,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,22,31
2145,1655,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,45,61
2145,1656,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,45,61
2146,1657,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,61,71
2146,1658,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,61,71
2147,1659,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,72,79
2147,1660,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,72,79
2148,1661,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,80,87
2148,1662,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,80,87
2149,1663,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,88,95
2149,1664,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,88,95
2150,1665,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,98,103
2150,1666,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,98,103
2151,1667,DAMAGEADD_ICE_ADD,아이스 공격력 + 증가,103,111
2151,1668,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,103,111
2152,1669,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,3,14
2153,1670,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,15,31
2154,1671,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,31,44
2155,1672,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,45,61
2156,1673,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,61,71
2157,1674,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,72,79
2158,1675,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,80,87
2159,1676,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,88,95
2160,1677,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,98,103
2161,1678,DAMAGEADD_POISON_ADD,포이즌 공격력 + 증가,103,111
2192,1679,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2192,1680,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2192,1681,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,3,14
2192,1682,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2192,1683,SPEED_ATTACK_MUL,공격속도 증가,1,1
2193,1684,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2193,1685,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2193,1686,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,15,31
2193,1687,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2193,1688,SPEED_ATTACK_MUL,공격속도 증가,1,1
2194,1689,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2194,1690,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2194,1691,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,31,44
2194,1692,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2194,1693,SPEED_ATTACK_MUL,공격속도 증가,1,1
2195,1694,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2195,1695,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2195,1696,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,45,61
2195,1697,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2195,1698,SPEED_ATTACK_MUL,공격속도 증가,1,1
2196,1699,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2196,1700,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2196,1701,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,61,71
2196,1702,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2196,1703,SPEED_ATTACK_MUL,공격속도 증가,1,1
2197,1704,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2197,1705,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2197,1706,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,72,79
2197,1707,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2197,1708,SPEED_ATTACK_MUL,공격속도 증가,1,1
2198,1709,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2198,1710,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2198,1711,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,80,87
2198,1712,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2198,1713,SPEED_ATTACK_MUL,공격속도 증가,1,1
2199,1714,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2199,1715,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2199,1716,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,88,95
2199,1717,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2199,1718,SPEED_ATTACK_MUL,공격속도 증가,1,1
2200,1719,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2200,1720,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2200,1721,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,98,103
2200,1722,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2200,1723,SPEED_ATTACK_MUL,공격속도 증가,1,1
2201,1724,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2201,1725,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2201,1726,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,103,111
2201,1727,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2201,1728,SPEED_ATTACK_MUL,공격속도 증가,1,1
